25 100
12
1 8
2 5177800 7246
2 9068307 1976
3 8849231 7990
2 6306624 6462
2 8003819 5272
3 497644 7989
3 5177800 7990
2 6662030 7231
2 113027345 1324
3 6662030 7989
3 6306624 7990
3 966580772 7991
2 1128386 6839
3 8003819 7991
2 9510515 1
2 1123962 662
3 7994098 7990
2 682955 5852
3 1128386 7990
2 2460568 6926
3 3719074 7990
3 2460568 7991
3 5562043 7992
2 1728669 6926
2 9131692 3015
2 422087 6389
2 779567966 7463
3 682955 7989
3 9510515 7990
2 461517 5627
2 56628764 2495
2 7259255 3534
3 9131692 7988
2 669335956 3014
2 4096463 4460
3 113027345 7987
3 7259255 7988
2 6913154 1319
3 304709037 7988
2 4629683 3737
3 6913154 7988
3 9068307 7989
2 5504758 1578
3 56628764 7989
2 3257559 2296
3 4592946 7989
3 3257559 7990
2 4269994 2296
2 8893789 1120
2 997868 6008
2 5934215 5246
2 3552670 3375
3 461517 7986
2 2590431 5627
3 3552670 7986
3 1728669 7987
2 6974930 6926
3 5934215 7987
3 5084515 7988
2 572305 5043
2 1839024 3375
3 422087 7987
2 432501673 6467
3 4629683 7987
2 3282174 3917
3 779567966 7987
2 1589055 8000
2 4984502 7463
2 9682777 1937
2 2280472 2655
3 6974930 7984
2 4285553 6965
3 669335956 7984
2 3131430 3015
2 4778121 1
2 3721352 331
3 1123962 7982
2 6443425 725
3 3131430 7982
3 9682777 7983
2 1734684 3015
2 4034551 1937
2 6363982 5335
2 6071633 4751
2 8993392 4188
3 4285553 7979
3 8893789 7980
3 5504758 7981
3 6071633 7982
2 2335923 1331
2 6298042 6965
2 1234221 1028
3 1589055 7980
2 1699698 1634
3 1699698 7980
3 2335923 7981
3 3282174 7982
3 1839024 7983
3 1234221 7984
2 1911611 1331
3 4269994 7984
3 2280472 7985
2 9889566 3601
3 572305 7985
2 2203359 2476
2 2891478 4897
2 8605049 1028
2 7500088 1634
3 6298042 7982
2 5531537 6965
2 240688 3894
3 4778121 7981
2 7038121 3308
3 8993392 7981
3 432501673 7982
2 7908292 6486
2 4167231 4177
2 5227574 2206
3 4034551 7980
2 8934423 1920
2 2945390 2745
3 7500088 7979
3 7908292 7980
3 2945390 7981
2 6905467 6486
2 8314274 1625
2 8750773 2745
2 6193956 8000
2 2474527 7731
2 4847510 7214
3 9889566 7976
2 6098295 3601
3 2891478 7976
2 3885844 4897
3 2203359 7976
2 9430397 2475
3 1734684 7976
2 2700290 3026
2 1989269 6725
2 7972996 6247
2 2045439 5116
3 8605049 7973
3 7972996 7974
2 1241458 1028
3 2474527 7974
2 6941667 7731
2 9965994 6247
2 6474333 4678
2 1124972 528
3 9965994 7971
3 9430397 7972
3 6443425 7973
2 8972513 2475
2 656576 778
3 4167231 7972
2 92358009 4177
3 2700290 7972
2 9280270 3026
2 7342865 6247
2 8236848 5817
3 3885844 7970
2 929973929 4897
2 7679656 1
2 5746547 166
3 6905467 7968
2 6715424 6486
2 1646795 1179
3 7679656 7967
2 6234520 1772
2 7588003 1478
2 3441642 3454
2 4993821 3747
2 9371052 5481
2 2843847 2063
2 5067102 4035
2 5017761 4318
3 3721352 7960
3 929973929 7961
3 8750773 7962
2 6287634 2750
2 550757 4897
2 1460244 347
2 8856527 3167
2 3470854 2888
2 74008425 2612
2 7213032 2340
3 6193956 7956
3 5067102 7957
3 6474333 7958
2 4700461 4678
2 1578748 4035
2 7951575 8000
2 7303342 7865
2 352817 7597
2 2043472 653
2 4763323 903
3 8314274 7952
3 3470854 7953
3 6715424 7954
3 8934423 7955
2 4432154 6486
3 7342865 7955
2 7596523 6247
3 7213032 7955
2 7509048 1625
3 7588003 7955
2 5378705 1478
3 7509048 7955
3 1124972 7956
2 4685900 500
3 352817 7956
2 1077845 1625
3 8236848 7956
3 5746547 7957
3 2843847 7958
2 3336118 1989
3 6363982 7958
3 7303342 7959
2 267920133 5817
2 1217972 5298
2 2014447 1
2 2729126 174
2 158210185 2888
3 4685900 7955
3 1989269 7956
3 2729126 7957
2 6228058 6725
2 7255629 174
2 970012 500
2 7518839 2340
3 970012 7954
2 207828372 500
3 4984502 7954
2 7659773 7472
3 4432154 7954
3 7255629 7955
2 7106536 6486
3 1646795 7955
3 6287634 7956
2 1874303 174
2 3705974 1179
2 191884825 2750
3 7518839 7954
3 4847510 7955
3 2014447 7956
2 5044778 7218
2 3028957 2340
3 4096463 7955
2 1190498 4498
2 879733 7865
2 1609956 7601
3 1578748 7953
2 746598285 4035
2 273500 7345
2 5462967 7091
3 550757 7951
3 1241458 7952
2 8223626 4897
3 5017761 7952
2 7637915 4337
2 7048258 1041
3 6941667 7951
2 8700403 7733
2 5541498 6845
3 1609956 7950
2 5448651 7602
2 4536114 6127
2 2712197 6366
3 8223626 7948
3 5462967 7949
3 4536114 7950
3 1077845 7951
2 4213932 4897
3 5044778 7951
3 7596523 7952
2 2131027 7155
3 191884825 7952
2 8819840 6187
2 1165739 1625
3 9371052 7951
2 1825656 5462
2 7710595 2750
3 9280270 7950
2 194994032 3027
2 8999899 6605
2 4037378 4787
3 8856527 7948
2 9331123 3167
2 157079226 5006
2 7897773 1880
3 656576 7946
3 3705974 7947
3 746598285 7948
3 158210185 7949
2 9327860 1186
3 8819840 7949
3 1460244 7950
3 4037378 7951
3 7710595 7952
2 2285447 2819
2 6368286 6187
2 726625 337
2 3171776 4035
3 1190498 7949
3 92358009 7950
3 7106536 7951
2 5374885 4507
2 1769044 4186
3 74008425 7950
3 5541498 7951
2 5564699 2647
3 207828372 7951
3 5448651 7952
2 1337982 495
3 267920133 7952
3 6368286 7953
2 7905901 5817
2 230204 6187
3 726625 7952
3 9327860 7953
2 4572963 334
3 4763323 7953
2 9472016 847
2 2354683 1186
2 7921826 7602
2 9207605 6845
2 661540 6485
2 569590559 4787
2 6171542 2097
2 6292153 2923
2 3132408 750
3 4213932 7945
2 2881745 4896
2 6377968 944
3 7637915 7944
2 7680105 4346
2 9565544 5912
3 2590431 7943
3 6171542 7944
2 3964159 5639
3 5227574 7944
3 4993821 7945
2 2903026 2164
2 2710853 3747
3 7905901 7944
3 6228058 7945
2 5292240 5775
3 5378705 7945
3 8700403 7946
2 2376327 1478
3 240688 7946
2 133092 3891
2 7307871 7733
2 1581398 6725
3 1874303 7944
2 8319031 1
3 6377968 7944
3 6292153 7945
3 569590559 7946
2 2561456 167
2 7561243 4787
2 2172226 2923
3 3171776 7944
2 2658931 4038
2 3100410 944
3 7038121 7943
3 157079226 7944
2 1963225 3310
3 5374885 7944
3 2172226 7945
3 273500 7946
2 1815274 4512
2 807197 7313
2 3478444 5006
3 4572963 7944
2 5587125 331
3 1217972 7944
2 7462234 5289
2 351204685 2923
3 7462234 7943
2 4540306 5289
3 1769044 7943
2 8669443 4192
3 1337982 7943
2 2619632 492
3 3441642 7943
3 5564699 7944
2 7911463 2647
2 3763390 3455
2 3567873 7060
2 135645024 6097
2 6126347 6276
2 8629874 5550
2 8673605 2252
2 1912180 2076
3 1581398 7937
3 2045439 7938
2 6165947 5147
2 233570 6725
2 1256949 5375
2 3116004 2561
2 66911 2733
2 8325334 84
2 5124473 4429
3 2354683 7932
3 9472016 7933
3 1815274 7934
3 8325334 7935
3 6098295 7936
3 1256949 7937
2 41932 3601
3 1911611 7937
2 2697941 1259
2 1883332 4553
2 9357503 1368
3 2619632 7935
3 4540306 7936
2 7972914 492
3 8999899 7936
2 7845283 5304
3 135645024 7936
3 7911463 7937
3 2697941 7938
3 1963225 7939
2 2652322 1204
3 3100410 7939
3 2376327 7940
2 8735137 895
2 5455616 3311
2 352005675 1496
2 5735954 6605
3 1883332 7937
3 2285447 7938
3 807197 7939
2 3854927 7313
2 6622598 4553
3 6234520 7938
2 3454887 1752
2 5777086 2828
2 7232897 6097
2 789856 2647
3 5531537 7935
3 6622598 7936
3 5124473 7937
2 231493 4512
2 7153780 6952
2 2574895 84
2 3614694 4429
700
1 10000
2 7184713 1
2 927688 10000
2 9585043 5000
2 5649946 7500
2 4154253 2500
3 927688 9996
2 607886162 10000
2 330277 3750
2 2167636 6250
2 888833423 8750
3 607886162 9993
2 6017228 1250
3 9585043 9993
3 2167636 9994
2 7895795 5625
3 330277 9994
3 4154253 9995
2 7660982 3437
2 5457625 4531
2 4175128 2343
2 620579 6562
2 9888874 10000
3 6017228 9991
2 2580987 1172
3 4175128 9991
2 9237128 2304
2 56065619 8125
2 4050906 9375
2 654577229 586
3 7184713 9988
3 5457625 9989
3 654577229 9990
2 7002318 4531
3 7002318 9990
2 6948559 4531
3 6948559 9990
3 620579 9991
3 888833423 9992
2 5457512 4531
3 5457512 9992
2 2740737 4531
2 4932448 6562
3 7895795 9991
2 8007577 5546
3 5649946 9991
2 2817326 7343
3 9888874 9991
2 7967407 8750
3 4050906 9991
2 700908 10000
2 4816135 9375
2 448481950 1
2 1382625 586
2 9217600 2870
2 80235 1738
2 4542930 3984
3 2817326 9985
2 6157251 7343
2 1375754 6054
2 306749 5038
3 8007577 9983
3 700908 9984
2 646783272 5546
3 9237128 9984
3 2740737 9985
3 448481950 9986
3 2580987 9987
3 7660982 9988
3 4816135 9989
2 3599895 10000
2 4446830 9375
2 6784881 1162
2 5080336 2304
2 9053435 3427
3 1375754 9985
3 56065619 9986
2 9771870 8046
3 4932448 9986
2 515615 6444
2 801558 4511
3 5080336 9985
2 5562103 2304
3 4542930 9985
3 6157251 9986
2 5349322 7245
2 6567165 3969
2 5749004 5995
3 1382625 9984
3 6784881 9985
3 801558 9986
2 2045569 1
3 9053435 9986
2 444150 869
2 70938905 3419
3 4446830 9985
2 2587822 9375
3 306749 9985
3 444150 9986
3 646783272 9987
2 5469883 4982
3 5562103 9987
2 8499272 869
3 2587822 9987
2 205921 9375
3 80235 9987
3 205921 9988
2 671357660 1869
3 5349322 9988
2 906292517 7245
3 5469883 9988
2 2265610 4982
3 2045569 9988
2 8089243 9375
2 9331906 4475
2 837890389 5488
3 2265610 9986
2 9250298 4981
3 7967407 9986
2 480459 8710
2 340914 2369
2 2726533 1369
2 5408180 1
2 1448687 435
2 1421222 6844
3 9331906 9981
3 3599895 9982
2 4839861 4475
3 4839861 9982
3 906292517 9983
2 1828608 7445
2 5901611 4475
3 1828608 9982
2 8364792 7445
2 5771011 9042
3 1421222 9981
2 462427760 6944
3 70938905 9981
2 9510377 3419
2 8095208 8378
2 8298931 10000
2 2410554 9687
2 9005229 7745
2 104572 3694
2 8148567 3144
2 6118446 5234
3 5749004 9974
2 9371823 5966
2 577841894 4222
3 8364792 9973
3 837890389 9974
2 7485941 7344
2 2426468 5600
2 4469727 4728
3 9250298 9972
2 1814620 4981
2 476472887 2619
3 5901611 9971
2 4846292 4475
2 4526735 1119
3 6118446 9970
2 9140428 5290
3 480459 9970
3 340914 9971
2 7788787 2244
3 8089243 9971
2 2486304 8710
2 487371 9364
2 6739122 1619
3 1814620 9969
2 7720739 5009
2 753514 6694
2 9969693 6205
3 4469727 9967
3 7720739 9968
3 2726533 9969
3 7485941 9970
2 6798628 4882
2 9124255 7344
2 2348566 1369
3 6739122 9968
3 9371823 9969
3 2426468 9970
2 9221507 5747
3 5408180 9970
2 7059824 1619
2 6903003 5976
2 1393922 5518
2 223400853 1
3 462427760 9967
2 5950906 7019
3 577841894 9967
3 7059824 9968
2 2768921 4222
3 9969693 9968
2 3935662 1619
3 8499272 9968
2 2355759 777
3 2348566 9968
2 8602604 1369
2 8549511 6210
3 515615 9967
2 3197540 6452
2 3793119 218
2 1307350 5086
2 2998777 4678
2 7175352 7544
2 8988739 2056
2 8398730 2431
2 4716221 606
3 1393922 9960
3 3197540 9961
2 2191912 6452
3 6798628 9961
2 7290433 5518
2 3912608 4882
2 1076171 948
2 4485298 8212
2 2366469 8544
3 7175352 9957
2 4083306 7544
3 3935662 9957
3 8549511 9958
2 556425 1619
3 1448687 9958
2 2001758 6214
3 2001758 9958
3 8148567 9959
3 9140428 9960
2 8768299 3144
2 9465618 6214
3 8298931 9959
3 9221507 9960
3 4846292 9961
2 1359439 5747
2 8959494 4450
3 3912608 9960
3 2366469 9961
3 4716221 9962
3 4485298 9963
2 9178753 497
3 8095208 9963
3 7290433 9964
3 753514 9965
2 3361010 8378
2 9648709 5416
2 393195252 6735
3 9005229 9963
3 2355759 9964
2 2211515 7795
3 9510377 9964
3 393195252 9965
2 696230558 6735
2 2534881 3419
3 487371 9964
3 6903003 9965
2 9099868 9364
2 5401655 5980
2 5453838 722
3 9124255 9963
2 3379215 7281
2 2010310 4882
2 873877289 8212
2 7900840 8544
2 132324979 8876
3 2486304 9959
3 9217600 9960
2 5981750 2881
2 8902745 8710
2 4335128 5581
2 7452963 5251
2 7896810 9525
3 8602604 9956
2 4485371 1369
2 5325218 9203
3 2010310 9955
2 9962451 4882
3 2410554 9955
2 909452800 10000
2 8585259 9762
3 3793119 9954
3 3361010 9955
2 2934862 249
3 2191912 9955
2 1610447 6474
3 7900840 9955
3 9465618 9956
3 909452800 9957
2 6576744 8461
2 5959475 6227
3 8768299 9956
2 6402912 3150
3 5981750 9956
2 334548249 2884
3 476472887 9956
3 556425 9957
2 3095412 1619
2 5251759 2657
2 3352038 6877
3 696230558 9955
2 9776775 6675
3 6402912 9955
2 3610084 3151
2 8630751 3556
3 1076171 9954
2 2561116 920
2 9698615 3831
2 4022670 3285
2 8510353 3017
2 8486576 7412
2 4084507 7150
3 9771870 9949
2 8778152 8003
3 9648709 9949
3 8510353 9950
3 2211515 9951
3 671357660 9952
3 873877289 9953
3 2768921 9954
2 1431191 4209
2 7358062 7773
3 5251759 9953
3 1431191 9954
2 3525661 4209
3 4526735 9954
3 223400853 9955
3 8778152 9956
3 6567165 9957
2 3861156 8117
2 5128095 2657
2 1661206 1144
3 5959475 9955
2 751735 6227
2 4097614 1837
2 6201809 4020
3 3095412 9953
3 8486576 9954
3 1307350 9955
2 576607618 1603
3 6576744 9955
2 1878707 8413
3 2998777 9955
3 4022670 9956
3 8902745 9957
3 4084507 9958
2 2317042 8644
3 5771011 9958
2 2745955 4666
2 8741930 5066
2 1864669 7945
2 8673388 5416
3 7788787 9955
2 3403637 2243
3 3352038 9955
2 815642 6847
2 6723981 9039
2 323420 8265
3 1661206 9953
2 5701669 1144
3 8988739 9953
3 8630751 9954
2 7692464 2040
2 7120027 3556
2 5040834 3285
2 500447445 3017
2 4862148 7412
2 7172415 7150
2 6360374 1
2 6610009 125
2 8745880 373
2 9134243 6103
2 151531754 6350
2 8863901 4329
2 1280044 10000
2 5895239 9881
2 2473054 9643
3 9099868 9940
2 94198303 9364
3 751735 9940
3 9776775 9941
3 5950906 9942
3 7692464 9943
2 1439438 2040
3 5401655 9943
2 4155855 6660
3 6201809 9943
3 5895239 9944
2 6555778 4020
3 2745955 9944
2 9247795 4666
2 9560506 5925
2 7800365 6998
3 9962451 9942
2 760050 4866
2 9009349 6226
2 454688116 9881
3 7800365 9940
3 3525661 9941
3 500447445 9942
2 3198537 4174
2 6766024 6998
2 6268947 3017
2 8396442 1486
3 9247795 9939
3 5325218 9940
2 4758137 4658
2 3669048 9201
2 2559683 1720
3 8959494 9938
3 2561116 9939
2 4846534 933
3 7896810 9939
3 1359439 9940
3 454688116 9941
2 3113715 5753
2 7072506 4493
2 5055085 9503
3 8745880 9939
2 9217330 373
3 8585259 9939
3 6723981 9940
3 8396442 9941
2 9433199 9821
3 104572 9941
3 8398730 9942
2 929660834 2450
3 6555778 9942
3 3198537 9943
3 4155855 9944
3 2934862 9945
3 7172415 9946
2 8304683 4080
3 8673388 9946
2 1419000 6660
2 6527619 5416
2 7681098 9038
3 4846534 9944
3 1864669 9945
2 785385 933
3 9134243 9945
3 1439438 9946
3 7072506 9947
3 5453838 9948
2 5918560 715
2 4339595 2040
2 2548338 7945
3 2548338 9946
3 785385 9947
3 2534881 9948
3 5128095 9949
2 5611613 2667
3 1419000 9949
3 3861156 9950
2 402154824 8019
3 8304683 9950
3 7452963 9951
3 1280044 9952
2 3068685 4080
2 2082524 929
2 6137527 6660
2 7330062 5241
2 3196177 4493
2 4563504 6075
3 8741930 9947
2 365688105 5053
3 7681098 9947
2 9797118 9038
2 5570497 7139
2 7743008 3693
2 6302923 3420
2 6984114 3955
2 9245061 4204
3 7358062 9942
2 3222890 7781
2 4782237 249
3 3403637 9941
2 604706 2245
2 483125 8142
2 2271652 7900
2 3792799 7662
2 2561302 1486
3 760050 9937
3 4339595 9938
2 2704741 2041
3 4862148 9938
3 94198303 9939
2 1888368 4855
3 7120027 9939
3 5040834 9940
2 9526311 9352
2 5709886 3556
2 1790337 3285
2 6189664 7412
3 604706 9937
3 9797118 9938
3 2317042 9939
3 4782237 9940
2 1055459 8644
3 483125 9940
3 1610447 9941
3 7330062 9942
3 2271652 9943
2 2772322 2245
2 7017461 5234
3 3222890 9942
3 4758137 9943
3 7017461 9944
3 815642 9945
3 5709886 9946
3 4335128 9947
3 5055085 9948
2 222655630 5234
2 7104017 4674
2 87088 7840
2 5547035 6829
3 1790337 9945
2 5660584 5584
2 4534003 9038
2 9550970 6505
3 365688105 9943
2 9005899 5044
2 417714 9497
2 7128069 3556
3 3792799 9941
3 4083306 9942
2 486643344 7626
2 6785787 3285
3 222655630 9941
2 2729608 5230
3 3379215 9941
2 7543457 7275
2 353024 249
3 9698615 9940
3 486643344 9941
3 9526311 9942
2 2050021 7626
3 6610009 9942
2 4010826 9349
3 5570497 9942
3 2559683 9943
3 1055459 9944
2 2686759 8644
2 356158 7136
2 6145665 3824
3 9560506 9942
2 6003190 5914
3 576607618 9942
2 8138455 1661
3 2082524 9942
3 5547035 9943
2 4987818 929
3 8863901 9943
2 1000123 6829
3 6984114 9943
2 952767560 4348
3 353024 9943
3 7128069 9944
3 1888368 9945
3 4010826 9946
2 7439467 187
3 9009349 9946
3 3669048 9947
3 2704741 9948
2 1735124 9267
3 952767560 9948
2 7666365 2041
2 291015756 4859
3 402154824 9947
2 4060501 8052
2 5988164 4348
3 4534003 9946
3 7543457 9947
3 2561302 9948
2 7553625 9071
2 5776152 1515
3 929660834 9947
3 6360374 9948
3 3196177 9949
2 942089885 2456
3 2729608 9949
2 3477538 5230
3 5988164 9949
2 7850067 4439
2 7223770 7274
2 8499405 6212
2 19781148 3556
2 7700343 3952
2 2734286 4321
2 4586705 4556
3 7743008 9943
3 356158 9944
3 5611613 9945
3 4060501 9946
3 2734286 9947
3 6003190 9948
2 7264004 2670
3 5918560 9948
3 9550970 9949
3 2050021 9950
2 7613081 713
3 2473054 9950
2 6186542 7626
3 6766024 9950
3 3113715 9951
2 983773 5829
2 6537068 7051
2 5387143 8052
3 7553625 9949
2 2342756 9071
2 8107615 9659
2 9290582 6505
2 588902521 3690
2 649680056 5952
2 9370051 5706
2 6794762 4321
3 5660584 9943
3 6794762 9944
3 9217330 9945
2 3768807 342
3 588902521 9945
2 2874564 5561
2 1653567 3690
3 87088 9944
2 7111740 7839
3 649680056 9944
2 784178309 5952
3 942089885 9944
2 984682 2457
2 9810205 4321
3 2686759 9943
2 7684898 8644
3 7111740 9943
2 2475475 7839
2 6360538 8760
2 6592077 8528
3 6360538 9941
3 9245061 9942
2 5124728 4200
2 9074563 8760
2 898108234 9382
2 7439101 1256
2 8971916 7162
3 417714 9938
2 1914645 9520
2 1379844 6940
2 5858303 605
3 1735124 9936
3 6268947 9937
2 345611250 9226
3 4987818 9937
2 46718819 928
2 3205162 3017
2 634858205 1036
2 3894508 820
2 3733511 2777
2 3599902 7519
2 3746401 2563
2 840818240 7732
2 9578091 7945
2 6125394 8158
2 6182181 2351
2 9727444 1939
3 8138455 9926
2 9887421 1676
2 8347724 2143
2 1872743 8973
3 132324979 9924
2 48964 8866
3 4097614 9924
3 9727444 9925
2 1795915 1858
3 9578091 9925
3 1914645 9926
2 1768942 9520
3 1768942 9926
2 6100591 9520
3 3599902 9926
2 2704812 7519
2 5030727 7945
3 7684898 9925
3 5858303 9926
2 4728410 8644
2 1576909 605
2 462640412 1
2 4115191 94
2 8653646 5137
3 1000123 9922
2 6092751 6800
2 6872710 5323
2 8472553 4766
2 4512616 4951
3 6125394 9919
2 6830081 8158
2 8911328 1949
3 2342756 9918
2 2253337 9099
3 3205162 9918
3 898108234 9919
2 7624564 9373
2 4130479 3017
800
1 20000
2 3849958 1
2 35913 20000
2 3732552 10000
2 4670099 15000
2 6471834 5000
2 991963789 7500
3 3849958 19995
2 4080978 1
3 6471834 19995
3 991963789 19996
2 8133265 5000
3 8133265 19996
2 3520838 5000
3 4080978 19996
2 1972071 1
3 4670099 19996
2 827844 15000
2 2824255 7500
2 1751094 12500
2 2734937 17500
3 1751094 19993
3 3732552 19994
2 1347892 11250
3 35913 19994
2 1054877 2500
2 6250028 9375
2 2934727 13125
3 827844 19992
2 1966884 15312
3 1972071 19992
3 1966884 19993
2 6810411 15312
3 3520838 19993
2 5681912 5000
3 2934727 19993
2 226001 13281
2 8307568 20000
2 2372571 1
2 7723778 3750
2 391701 6250
3 7723778 19989
2 3747770 3750
2 3750829 18750
2 316425852 1250
2 4297559 16406
3 3750829 19986
2 9894772 18750
2 3481263 12265
2 2172646 14296
2 7521609 8437
2 6325832 10312
2 2033043 1875
3 2824255 19981
3 6810411 19982
3 1054877 19983
2 1120476 7343
2 1647159 15351
2 2473742 2812
2 540177 4375
2 4088240 5625
3 6325832 19979
2 2327465 10312
3 2734937 19979
2 115035262 17578
3 6250028 19979
3 1347892 19980
3 2473742 19981
2 6469195 11288
2 8260274 2812
2 7399045 9374
2 9647924 19375
3 8260274 19978
2 9647645 2812
2 8146348 625
3 226001 19977
3 1647159 19978
2 4740051 15351
2 6165210 13280
2 7327181 16992
2 7361820 18164
2 1273335 7890
2 990670 6796
2 9683665 14823
3 8146348 19972
3 7361820 19973
3 4740051 19974
2 9898242 15614
2 9105429 625
2 1187076 18164
3 9894772 19972
3 1187076 19973
2 8737547 18476
3 9683665 19973
3 5681912 19974
3 990670 19975
2 8215540 14955
2 2238383 5000
2 5619046 6796
3 9105429 19973
3 2033043 19974
3 3747770 19975
2 363120531 3593
2 7799322 2031
2 9058189 625
2 837340 13788
3 540177 19972
3 9647645 19973
3 1273335 19974
3 3481263 19975
2 469391 12284
2 610374 2812
2 7993897 4296
2 6112808 7890
2 309112051 11786
2 954106 12782
2 37485 10800
3 115035262 19969
3 391701 19970
2 9173912 17734
3 5619046 19970
3 9647924 19971
2 445295 6484
3 7327181 19971
3 9173912 19972
3 363120531 19973
2 6171784 17441
2 319571 19238
3 837340 19972
3 6171784 19973
2 7224982 17441
2 646956345 3554
2 2428664 16923
2 2683651 17958
3 316425852 19970
3 6469195 19971
2 6416518 1328
3 2238383 19971
2 3438119 4960
3 8307568 19971
3 3438119 19972
2 3036090 4960
3 7993897 19972
2 3584267 4257
2 7582450 13788
3 646956345 19971
2 1301859 3534
2 2618666 11293
2 6872029 9843
3 3036090 19969
2 6547170 4941
3 7399045 19969
3 309112051 19970
3 319571 19971
3 6112808 19972
3 6547170 19973
2 8509035 20000
3 9058189 19973
2 8242232 19238
2 7982019 9140
2 73045770 4941
2 3104829 664
3 8215540 19970
3 73045770 19971
2 6995112 4941
2 7047283 14955
2 5490810 7890
2 9366509 11788
3 7982019 19968
3 6872029 19969
3 9366509 19970
2 6568174 9374
3 2683651 19970
3 954106 19971
2 363026845 17958
3 7799322 19971
3 610374 19972
3 469391 19973
3 3584267 19974
2 2292388 2431
3 8737547 19974
3 7521609 19975
2 4609195 12286
2 9045138 8632
3 2428664 19974
3 8509035 19975
3 7224982 19976
2 4472783 17182
3 5490810 19976
2 7326988 4237
3 6568174 19976
2 9412501 9472
2 7547652 7987
2 9330815 18598
2 2729974 1879
3 2729974 19973
2 8503767 1879
2 6319022 2982
3 7047283 19972
2 6817583 14955
2 7407078 12783
2 8428105 11789
2 3740232 6054
2 5315091 6913
3 37485 19968
2 7822528 10802
2 6688235 9052
2 1972178 9892
3 1972178 19966
2 7393603 9892
3 6319022 19966
2 735596720 2982
3 4609195 19966
2 1020969 12286
3 3104829 19966
2 4657662 664
2 4264385 16010
2 3250848 16794
2 9739467 17570
3 4472783 19963
2 270930328 17182
2 6270243 20000
2 45020522 19619
3 735596720 19961
2 8466171 2982
2 1939362 4589
2 8059701 3885
2 2152484 5283
2 1843743 996
2 6993302 332
2 1476793 14625
3 8503767 19955
2 125390 1879
2 2592849 15284
3 2172646 19954
2 7942278 14206
2 6409961 8309
3 9898242 19953
2 4831678 15647
2 6562049 7665
3 1939362 19952
2 68982 4589
2 7333913 18278
3 6270243 19951
3 2618666 19952
3 1120476 19953
3 4297559 19954
2 35647568 11295
2 3486651 16402
3 7942278 19953
2 5897544 14206
3 7326988 19953
3 7333913 19954
3 2292388 19955
2 499469 2430
2 170892380 7289
2 3563831 4237
2 935665166 18278
3 8242232 19952
2 956815 19108
3 3740232 19952
3 9045138 19953
2 5854914 6054
2 8312277 8680
2 417513412 2706
3 8428105 19951
3 7822528 19952
2 1233867 11790
3 4831678 19952
2 1380888 10803
3 4657662 19952
3 35647568 19953
3 3486651 19954
2 801537181 11296
2 8350252 16402
2 6312519 15647
3 445295 19952
3 4264385 19953
3 6416518 19954
2 935019776 1437
